,date,channel,spend
146,1/15/20,twitter,2546.852909
147,1/15/20,tiktok,1831.999421
148,1/15/20,linear_tv,9187.868116
149,1/15/20,online_display,678.4466602
150,1/15/20,online_video,0
151,1/16/20,facebook_prospecting,11759.99139
152,1/16/20,facebook_retargeting,5893.901473
153,1/16/20,google_branded_search,425
154,1/16/20,google_nonbranded_search,5560.970074
155,1/16/20,pinterest,11443.43823
156,1/16/20,twitter,2729.950307
157,1/16/20,tiktok,1907.731949
158,1/16/20,linear_tv,8966.14329
159,1/16/20,online_display,891.8621737
160,1/16/20,online_video,0
161,1/17/20,facebook_prospecting,11471.06756
162,1/17/20,facebook_retargeting,5168.900324
163,1/17/20,google_branded_search,440
164,1/17/20,google_nonbranded_search,5428.548449
165,1/17/20,pinterest,12267.41712
166,1/17/20,twitter,4192.105785
167,1/17/20,tiktok,1552.633865
168,1/17/20,linear_tv,10073.78635
169,1/17/20,online_display,624.3100902
170,1/17/20,online_video,0
171,1/18/20,facebook_prospecting,15354.18845
172,1/18/20,facebook_retargeting,5336.807447
173,1/18/20,google_branded_search,480
174,1/18/20,google_nonbranded_search,6312.228246
175,1/18/20,pinterest,14074.73879
176,1/18/20,twitter,3378.032919
177,1/18/20,tiktok,1204.216116
178,1/18/20,linear_tv,8014.532494
179,1/18/20,online_display,725.1747366
180,1/18/20,online_video,0
181,1/19/20,facebook_prospecting,17243.61786
182,1/19/20,facebook_retargeting,4754.993528
183,1/19/20,google_branded_search,505
184,1/19/20,google_nonbranded_search,5910.645439
185,1/19/20,pinterest,17852.55535
186,1/19/20,twitter,3159.788687
187,1/19/20,tiktok,1278.183181
188,1/19/20,linear_tv,6609.303417
189,1/19/20,online_display,857.2427825
190,1/19/20,online_video,0
191,1/20/20,facebook_prospecting,14831.44948
192,1/20/20,facebook_retargeting,5100.42641
193,1/20/20,google_branded_search,495
194,1/20/20,google_nonbranded_search,8732.984648
195,1/20/20,pinterest,12174.54435
196,1/20/20,twitter,3050.844724
197,1/20/20,tiktok,1613.286597
198,1/20/20,linear_tv,7413.389807
199,1/20/20,online_display,1030.511559
200,1/20/20,online_video,0
201,1/21/20,facebook_prospecting,15869.85192
202,1/21/20,facebook_retargeting,4523.550185
203,1/21/20,google_branded_search,587
204,1/21/20,google_nonbranded_search,7012.244131
205,1/21/20,pinterest,11899.16484
206,1/21/20,twitter,4262.27781
207,1/21/20,tiktok,1620.385548
208,1/21/20,linear_tv,6914.405945
209,1/21/20,online_display,876.6637174
210,1/21/20,online_video,0
211,1/22/20,facebook_prospecting,18031.97345
212,1/22/20,facebook_retargeting,6455.439864
213,1/22/20,google_branded_search,584
214,1/22/20,google_nonbranded_search,6738.713008
215,1/22/20,pinterest,15456.53032
216,1/22/20,twitter,3710.165094
217,1/22/20,tiktok,1314.732577
218,1/22/20,linear_tv,10051.29753
219,1/22/20,online_display,1087.118388
220,1/22/20,online_video,0
221,1/23/20,facebook_prospecting,12894.26966
222,1/23/20,facebook_retargeting,6763.422411
223,1/23/20,google_branded_search,578
224,1/23/20,google_nonbranded_search,8923.10028
225,1/23/20,pinterest,18223.81258
226,1/23/20,twitter,3513.352039
227,1/23/20,tiktok,1640.611956
228,1/23/20,linear_tv,10774.25186
229,1/23/20,online_display,788.3830049
230,1/23/20,online_video,0
231,1/24/20,facebook_prospecting,17401.22999
232,1/24/20,facebook_retargeting,5672.763045
233,1/24/20,google_branded_search,513
234,1/24/20,google_nonbranded_search,8716.142949
235,1/24/20,pinterest,19547.72543
236,1/24/20,twitter,3014.728957
237,1/24/20,tiktok,1875.616707
238,1/24/20,linear_tv,10320.43601
239,1/24/20,online_display,791.8852768
240,1/24/20,online_video,0
241,1/25/20,facebook_prospecting,18209.63197
242,1/25/20,facebook_retargeting,4968.013345
243,1/25/20,google_branded_search,575
244,1/25/20,google_nonbranded_search,8608.535503
245,1/25/20,pinterest,16902.00676
246,1/25/20,twitter,3070.441481
247,1/25/20,tiktok,2107.275767
248,1/25/20,linear_tv,8771.231096
249,1/25/20,online_display,877.0334405
250,1/25/20,online_video,0
251,1/26/20,facebook_prospecting,18910.23311
252,1/26/20,facebook_retargeting,6944.760191
253,1/26/20,google_branded_search,511
254,1/26/20,google_nonbranded_search,7925.999842
255,1/26/20,pinterest,17850.06246
256,1/26/20,twitter,4436.926152
257,1/26/20,tiktok,2097.86307
258,1/26/20,linear_tv,9181.816791
259,1/26/20,online_display,932.4437244
260,1/26/20,online_video,0
261,1/27/20,facebook_prospecting,12533.94587
262,1/27/20,facebook_retargeting,5900.466515
263,1/27/20,google_branded_search,439
264,1/27/20,google_nonbranded_search,7390.427403
265,1/27/20,pinterest,19635.26388
266,1/27/20,twitter,3408.455148
267,1/27/20,tiktok,1966.650523
268,1/27/20,linear_tv,10654.50237
269,1/27/20,online_display,846.0740585
270,1/27/20,online_video,0
271,1/28/20,facebook_prospecting,17793.73408
272,1/28/20,facebook_retargeting,7195.252686
273,1/28/20,google_branded_search,408
274,1/28/20,google_nonbranded_search,7028.547908
275,1/28/20,pinterest,19796.00952
276,1/28/20,twitter,3977.514861
277,1/28/20,tiktok,1852.470816
278,1/28/20,linear_tv,9600.145813
279,1/28/20,online_display,911.3074445
280,1/28/20,online_video,0
281,1/29/20,facebook_prospecting,17670.4776
282,1/29/20,facebook_retargeting,6941.500663
283,1/29/20,google_branded_search,595
284,1/29/20,google_nonbranded_search,7079.371096
285,1/29/20,pinterest,14467.21491
286,1/29/20,twitter,4201.817473
287,1/29/20,tiktok,2133.332702
288,1/29/20,linear_tv,8389.269799
289,1/29/20,online_display,928.09138
290,1/29/20,online_video,0
291,1/30/20,facebook_prospecting,16938.00015
292,1/30/20,facebook_retargeting,5769.814069
293,1/30/20,google_branded_search,411
294,1/30/20,google_nonbranded_search,7007.548002
295,1/30/20,pinterest,14243.87744
296,1/30/20,twitter,3499.796101
297,1/30/20,tiktok,2073.40017
298,1/30/20,linear_tv,10512.16704
299,1/30/20,online_display,1164.341156
300,1/30/20,online_video,0
301,1/31/20,facebook_prospecting,15941.75068
302,1/31/20,facebook_retargeting,7683.063558
303,1/31/20,google_branded_search,572
304,1/31/20,google_nonbranded_search,10365.88465
305,1/31/20,pinterest,18455.38719
306,1/31/20,twitter,4882.296364
307,1/31/20,tiktok,2009.421959
308,1/31/20,linear_tv,11032.46873
309,1/31/20,online_display,956.8097061
310,1/31/20,online_video,0
311,2/1/20,facebook_prospecting,13696.63185
312,2/1/20,facebook_retargeting,5395.321713
313,2/1/20,google_branded_search,445
314,2/1/20,google_nonbranded_search,10426.7422
315,2/1/20,pinterest,15502.04885
316,2/1/20,twitter,4567.33753
317,2/1/20,tiktok,2293.552527
318,2/1/20,linear_tv,11906.86615
319,2/1/20,online_display,929.3928821
320,2/1/20,online_video,0
321,2/2/20,facebook_prospecting,17080.20359
322,2/2/20,facebook_retargeting,6814.543922
323,2/2/20,google_branded_search,438
324,2/2/20,google_nonbranded_search,8554.532658
325,2/2/20,pinterest,20371.35583
326,2/2/20,twitter,3652.284829
327,2/2/20,tiktok,2210.459938
328,2/2/20,linear_tv,12265.04264
329,2/2/20,online_display,882.7438468
330,2/2/20,online_video,0
331,2/3/20,facebook_prospecting,13724.23869
332,2/3/20,facebook_retargeting,6043.18862
333,2/3/20,google_branded_search,417
334,2/3/20,google_nonbranded_search,9488.237221
335,2/3/20,pinterest,15354.29346
336,2/3/20,twitter,4215.083177
337,2/3/20,tiktok,1722.583007
338,2/3/20,linear_tv,11115.30709
339,2/3/20,online_display,1172.094543
340,2/3/20,online_video,0
341,2/4/20,facebook_prospecting,19766.4273
342,2/4/20,facebook_retargeting,6157.976327
343,2/4/20,google_branded_search,497
344,2/4/20,google_nonbranded_search,9189.117787
345,2/4/20,pinterest,15536.36542
346,2/4/20,twitter,3716.903602
347,2/4/20,tiktok,1695.536764
348,2/4/20,linear_tv,11984.63391
349,2/4/20,online_display,1098.241487
350,2/4/20,online_video,0
351,2/5/20,facebook_prospecting,16605.78669
352,2/5/20,facebook_retargeting,6462.568995
353,2/5/20,google_branded_search,433
354,2/5/20,google_nonbranded_search,9155.206
355,2/5/20,pinterest,21020.51974
356,2/5/20,twitter,4196.991794
357,2/5/20,tiktok,1609.113323
358,2/5/20,linear_tv,10551.4059
359,2/5/20,online_display,1222.017672
360,2/5/20,online_video,0
361,2/6/20,facebook_prospecting,20408.24055
362,2/6/20,facebook_retargeting,6003.316042
363,2/6/20,google_branded_search,454
364,2/6/20,google_nonbranded_search,9342.37151
365,2/6/20,pinterest,16911.95675
366,2/6/20,twitter,3474.363195
367,2/6/20,tiktok,2089.143385
368,2/6/20,linear_tv,9613.087453
369,2/6/20,online_display,1221.090691
370,2/6/20,online_video,0
371,2/7/20,facebook_prospecting,18096.56979
372,2/7/20,facebook_retargeting,5902.771549
373,2/7/20,google_branded_search,506
374,2/7/20,google_nonbranded_search,7457.800799
375,2/7/20,pinterest,18654.12094
376,2/7/20,twitter,3580.968388
377,2/7/20,tiktok,2226.997189
378,2/7/20,linear_tv,9612.88835
379,2/7/20,online_display,1019.184804
380,2/7/20,online_video,0
381,2/8/20,facebook_prospecting,18436.08462
382,2/8/20,facebook_retargeting,7382.038939
383,2/8/20,google_branded_search,585
384,2/8/20,google_nonbranded_search,9187.935735
385,2/8/20,pinterest,17345.08617
386,2/8/20,twitter,3737.649163
387,2/8/20,tiktok,1636.31643
388,2/8/20,linear_tv,11453.97007
389,2/8/20,online_display,1114.224883
390,2/8/20,online_video,0
391,2/9/20,facebook_prospecting,16860.67647
392,2/9/20,facebook_retargeting,7348.076238
393,2/9/20,google_branded_search,428
394,2/9/20,google_nonbranded_search,10686.7193
395,2/9/20,pinterest,20159.73775
396,2/9/20,twitter,3712.378323
397,2/9/20,tiktok,2307.088481
398,2/9/20,linear_tv,8774.266156
399,2/9/20,online_display,1012.204253
400,2/9/20,online_video,0
401,2/10/20,facebook_prospecting,18540.34491
402,2/10/20,facebook_retargeting,6015.370018
403,2/10/20,google_branded_search,575
404,2/10/20,google_nonbranded_search,7510.492826
405,2/10/20,pinterest,18481.35759
406,2/10/20,twitter,5224.625758
407,2/10/20,tiktok,2033.63682
408,2/10/20,linear_tv,11311.38515
409,2/10/20,online_display,1274.065378
410,2/10/20,online_video,0
411,2/11/20,facebook_prospecting,19809.9109
412,2/11/20,facebook_retargeting,7838.733208
413,2/11/20,google_branded_search,408
414,2/11/20,google_nonbranded_search,8305.134616
415,2/11/20,pinterest,18176.57366
416,2/11/20,twitter,5298.087078
417,2/11/20,tiktok,1972.49811
418,2/11/20,linear_tv,11388.36571
419,2/11/20,online_display,1223.506223
420,2/11/20,online_video,0
421,2/12/20,facebook_prospecting,16681.35389
422,2/12/20,facebook_retargeting,7003.099528
423,2/12/20,google_branded_search,405
424,2/12/20,google_nonbranded_search,8377.365136
425,2/12/20,pinterest,21421.12433
426,2/12/20,twitter,5193.029411
427,2/12/20,tiktok,2339.369156
428,2/12/20,linear_tv,10630.18269
429,2/12/20,online_display,1152.537919
430,2/12/20,online_video,0
431,2/13/20,facebook_prospecting,18939.54833
432,2/13/20,facebook_retargeting,5954.066876
433,2/13/20,google_branded_search,458
434,2/13/20,google_nonbranded_search,10033.0354
435,2/13/20,pinterest,19702.32831
436,2/13/20,twitter,4125.642671
437,2/13/20,tiktok,1823.907818
438,2/13/20,linear_tv,11640.204
439,2/13/20,online_display,1246.279669
440,2/13/20,online_video,0
441,2/14/20,facebook_prospecting,20254.38252
442,2/14/20,facebook_retargeting,7915.566732
443,2/14/20,google_branded_search,587
444,2/14/20,google_nonbranded_search,10242.2601
445,2/14/20,pinterest,17636.33535
446,2/14/20,twitter,4345.642973
447,2/14/20,tiktok,2334.58907
448,2/14/20,linear_tv,10310.40543
449,2/14/20,online_display,1077.925401
450,2/14/20,online_video,0
451,2/15/20,facebook_prospecting,16469.57572
452,2/15/20,facebook_retargeting,7597.82645
453,2/15/20,google_branded_search,592
454,2/15/20,google_nonbranded_search,9064.763601
455,2/15/20,pinterest,19297.44067
456,2/15/20,twitter,4386.698635
457,2/15/20,tiktok,2463.472504
458,2/15/20,linear_tv,13004.31548
459,2/15/20,online_display,977.9209173
460,2/15/20,online_video,0
461,2/16/20,facebook_prospecting,16286.78837
462,2/16/20,facebook_retargeting,6634.807291
463,2/16/20,google_branded_search,439
464,2/16/20,google_nonbranded_search,8474.568621
465,2/16/20,pinterest,20702.73625
466,2/16/20,twitter,4777.728252
467,2/16/20,tiktok,1817.449108
468,2/16/20,linear_tv,12908.62224
469,2/16/20,online_display,1182.737164
470,2/16/20,online_video,0
471,2/17/20,facebook_prospecting,14965.31103
472,2/17/20,facebook_retargeting,6103.673448
473,2/17/20,google_branded_search,564
474,2/17/20,google_nonbranded_search,8805.971279
475,2/17/20,pinterest,17588.69654
476,2/17/20,twitter,4391.12052
477,2/17/20,tiktok,2026.417653
478,2/17/20,linear_tv,11249.2418
479,2/17/20,online_display,1073.306231
480,2/17/20,online_video,0
481,2/18/20,facebook_prospecting,15892.75049
482,2/18/20,facebook_retargeting,6518.482104
483,2/18/20,google_branded_search,581
484,2/18/20,google_nonbranded_search,11036.50359
485,2/18/20,pinterest,22455.8367
486,2/18/20,twitter,4125.236041
487,2/18/20,tiktok,1745.864489
488,2/18/20,linear_tv,9771.8546
489,2/18/20,online_display,1136.070978
490,2/18/20,online_video,0
491,2/19/20,facebook_prospecting,21368.45041
492,2/19/20,facebook_retargeting,7313.315423
493,2/19/20,google_branded_search,594
494,2/19/20,google_nonbranded_search,9215.692683
495,2/19/20,pinterest,17051.05519
496,2/19/20,twitter,4535.649064
497,2/19/20,tiktok,2400.805522
498,2/19/20,linear_tv,10135.75926
499,2/19/20,online_display,1070.454116
500,2/19/20,online_video,0
501,2/20/20,facebook_prospecting,16902.34372
502,2/20/20,facebook_retargeting,7771.904111
503,2/20/20,google_branded_search,421
504,2/20/20,google_nonbranded_search,8173.832564
505,2/20/20,pinterest,21036.13999
506,2/20/20,twitter,4778.607794
507,2/20/20,tiktok,2187.071187
508,2/20/20,linear_tv,11115.11035
509,2/20/20,online_display,969.4802787
510,2/20/20,online_video,0
511,2/21/20,facebook_prospecting,15032.64475
512,2/21/20,facebook_retargeting,7092.818947
513,2/21/20,google_branded_search,484
514,2/21/20,google_nonbranded_search,8461.86756
515,2/21/20,pinterest,17638.30289
516,2/21/20,twitter,4709.440008
517,2/21/20,tiktok,2151.850852
518,2/21/20,linear_tv,10210.4744
519,2/21/20,online_display,1310.420947
520,2/21/20,online_video,0
521,2/22/20,facebook_prospecting,17155.19815
522,2/22/20,facebook_retargeting,5812.940356
523,2/22/20,google_branded_search,526
524,2/22/20,google_nonbranded_search,8216.957144
525,2/22/20,pinterest,18591.43684
526,2/22/20,twitter,3923.574973
527,2/22/20,tiktok,2031.984737
528,2/22/20,linear_tv,11141.91717
529,2/22/20,online_display,1104.963149
530,2/22/20,online_video,0
531,2/23/20,facebook_prospecting,15899.71719
532,2/23/20,facebook_retargeting,8184.872293
533,2/23/20,google_branded_search,439
534,2/23/20,google_nonbranded_search,8766.732266
535,2/23/20,pinterest,22786.11168
536,2/23/20,twitter,5184.714063
537,2/23/20,tiktok,2023.371311
538,2/23/20,linear_tv,12233.47458
539,2/23/20,online_display,1105.224607
540,2/23/20,online_video,0
541,2/24/20,facebook_prospecting,16572.22396
542,2/24/20,facebook_retargeting,7992.462407
543,2/24/20,google_branded_search,434
544,2/24/20,google_nonbranded_search,8757.138921
545,2/24/20,pinterest,21490.47872
546,2/24/20,twitter,5267.307341
547,2/24/20,tiktok,2429.8233
548,2/24/20,linear_tv,9765.497597
549,2/24/20,online_display,1030.706431
550,2/24/20,online_video,0
551,2/25/20,facebook_prospecting,19360.92078
552,2/25/20,facebook_retargeting,6322.092995
553,2/25/20,google_branded_search,534
554,2/25/20,google_nonbranded_search,10521.2033
555,2/25/20,pinterest,21741.53885
556,2/25/20,twitter,5238.476406
557,2/25/20,tiktok,2227.508624
558,2/25/20,linear_tv,11763.58018
559,2/25/20,online_display,909.0115406
560,2/25/20,online_video,0
561,2/26/20,facebook_prospecting,20317.12786
562,2/26/20,facebook_retargeting,6536.795326
563,2/26/20,google_branded_search,444
564,2/26/20,google_nonbranded_search,9194.892547
565,2/26/20,pinterest,22735.1797
566,2/26/20,twitter,4776.29782
567,2/26/20,tiktok,2391.534048
568,2/26/20,linear_tv,9060.022402
569,2/26/20,online_display,941.6678014
570,2/26/20,online_video,0
571,2/27/20,facebook_prospecting,16730.04597
572,2/27/20,facebook_retargeting,7652.167926
573,2/27/20,google_branded_search,561
574,2/27/20,google_nonbranded_search,9183.585927
575,2/27/20,pinterest,21308.1064
576,2/27/20,twitter,4179.567775
577,2/27/20,tiktok,2359.876129
578,2/27/20,linear_tv,10339.43923
579,2/27/20,online_display,1040.134259
580,2/27/20,online_video,0
581,2/28/20,facebook_prospecting,16462.79437
582,2/28/20,facebook_retargeting,6014.071865
583,2/28/20,google_branded_search,565
584,2/28/20,google_nonbranded_search,7975.944028
585,2/28/20,pinterest,20670.54367
586,2/28/20,twitter,4959.308867
587,2/28/20,tiktok,2168.687778
588,2/28/20,linear_tv,11680.11184
589,2/28/20,online_display,1256.434608
590,2/28/20,online_video,0
591,2/29/20,facebook_prospecting,20149.62319
592,2/29/20,facebook_retargeting,6273.133593
593,2/29/20,google_branded_search,538
594,2/29/20,google_nonbranded_search,9484.477671
595,2/29/20,pinterest,17156.72722
596,2/29/20,twitter,4675.349651
597,2/29/20,tiktok,2516.068942
598,2/29/20,linear_tv,9877.612896
599,2/29/20,online_display,987.7359338
600,2/29/20,online_video,0
601,3/1/20,facebook_prospecting,16966.55903
602,3/1/20,facebook_retargeting,7830.262034
603,3/1/20,google_branded_search,422
604,3/1/20,google_nonbranded_search,11195.89418
605,3/1/20,pinterest,20795.75608
606,3/1/20,twitter,4916.673151
607,3/1/20,tiktok,2420.974586
608,3/1/20,linear_tv,9593.135292
609,3/1/20,online_display,1262.843046
610,3/1/20,online_video,0
611,3/2/20,facebook_prospecting,21444.05018
612,3/2/20,facebook_retargeting,7592.093066
613,3/2/20,google_branded_search,464
614,3/2/20,google_nonbranded_search,8892.434074
615,3/2/20,pinterest,21171.35692
616,3/2/20,twitter,5439.409829
617,3/2/20,tiktok,1834.109259
618,3/2/20,linear_tv,10029.4329
619,3/2/20,online_display,1313.242602
620,3/2/20,online_video,0
621,3/3/20,facebook_prospecting,16270.96834
622,3/3/20,facebook_retargeting,7049.677259
623,3/3/20,google_branded_search,463
624,3/3/20,google_nonbranded_search,9629.846411
625,3/3/20,pinterest,22296.62022
626,3/3/20,twitter,4625.747087
627,3/3/20,tiktok,2237.665254
628,3/3/20,linear_tv,13226.424
629,3/3/20,online_display,1119.807725
630,3/3/20,online_video,0
631,3/4/20,facebook_prospecting,21598.89883
632,3/4/20,facebook_retargeting,6252.417064
633,3/4/20,google_branded_search,581
634,3/4/20,google_nonbranded_search,10843.73498
635,3/4/20,pinterest,18501.5871
636,3/4/20,twitter,5363.818791
637,3/4/20,tiktok,2450.453965
638,3/4/20,linear_tv,10984.33113
639,3/4/20,online_display,1170.85303
640,3/4/20,online_video,0
641,3/5/20,facebook_prospecting,20170.1785
642,3/5/20,facebook_retargeting,7418.317192
643,3/5/20,google_branded_search,447
644,3/5/20,google_nonbranded_search,11559.63357
645,3/5/20,pinterest,19309.65509
646,3/5/20,twitter,5357.23386
647,3/5/20,tiktok,2310.795322
648,3/5/20,linear_tv,14092.40781
649,3/5/20,online_display,1079.71901
650,3/5/20,online_video,0
651,3/6/20,facebook_prospecting,20783.85329
652,3/6/20,facebook_retargeting,8936.067171
653,3/6/20,google_branded_search,549
654,3/6/20,google_nonbranded_search,11003.30993
655,3/6/20,pinterest,23311.05633
656,3/6/20,twitter,5239.481069
657,3/6/20,tiktok,1953.87916
658,3/6/20,linear_tv,10564.08273
659,3/6/20,online_display,1407.334615
660,3/6/20,online_video,0
661,3/7/20,facebook_prospecting,19274.74208
662,3/7/20,facebook_retargeting,7910.916365
663,3/7/20,google_branded_search,577
664,3/7/20,google_nonbranded_search,9254.819691
665,3/7/20,pinterest,22662.93744
666,3/7/20,twitter,5162.017778
667,3/7/20,tiktok,2458.382271
668,3/7/20,linear_tv,11572.91699
669,3/7/20,online_display,1334.057575
670,3/7/20,online_video,0
671,3/8/20,facebook_prospecting,23125.72359
672,3/8/20,facebook_retargeting,7821.213305
673,3/8/20,google_branded_search,411
674,3/8/20,google_nonbranded_search,11172.72993
675,3/8/20,pinterest,22666.70509
676,3/8/20,twitter,4491.084073
677,3/8/20,tiktok,2594.524509
678,3/8/20,linear_tv,12311.37582
679,3/8/20,online_display,1097.646919
680,3/8/20,online_video,0
681,3/9/20,facebook_prospecting,20093.23691
682,3/9/20,facebook_retargeting,7905.799499
683,3/9/20,google_branded_search,581
684,3/9/20,google_nonbranded_search,11086.01484
685,3/9/20,pinterest,22833.00669
686,3/9/20,twitter,4795.267196
687,3/9/20,tiktok,2506.541436
688,3/9/20,linear_tv,12396.12854
689,3/9/20,online_display,1325.05577
690,3/9/20,online_video,0
691,3/10/20,facebook_prospecting,19008.0096
692,3/10/20,facebook_retargeting,8579.965036
693,3/10/20,google_branded_search,546
694,3/10/20,google_nonbranded_search,10038.1621
695,3/10/20,pinterest,22319.08923
696,3/10/20,twitter,4516.769371
697,3/10/20,tiktok,2301.635321
698,3/10/20,linear_tv,13613.54788
699,3/10/20,online_display,1437.033864
700,3/10/20,online_video,0
701,3/11/20,facebook_prospecting,22337.62759
702,3/11/20,facebook_retargeting,6805.600538
703,3/11/20,google_branded_search,559
704,3/11/20,google_nonbranded_search,12129.6076
705,3/11/20,pinterest,19632.97983
706,3/11/20,twitter,5991.998715
707,3/11/20,tiktok,2016.78207
708,3/11/20,linear_tv,10977.29214
709,3/11/20,online_display,1337.154157
710,3/11/20,online_video,0
711,3/12/20,facebook_prospecting,21771.07161
712,3/12/20,facebook_retargeting,8539.134601
713,3/12/20,google_branded_search,591
714,3/12/20,google_nonbranded_search,12157.02946
715,3/12/20,pinterest,22232.47597
716,3/12/20,twitter,4881.908571
